HTC 326G,1 500   ₽, ,https://www.avito.ru/moskva_zelenograd/telefony/htc_326g_1488369698?slocation=637640
HTC One S,3 500   ₽,Коломенская,https://www.avito.ru/moskva/telefony/htc_one_s_1425857799
Аккумулятор BL01100 HTC Desire 200 Оригинал,250   ₽,Римская,https://www.avito.ru/moskva/telefony/akkumulyator_bl01100_htc_desire_200_original_763156284
HTC Wildfire S (редкий цвет pink),990   ₽,ВДНХ,https://www.avito.ru/moskva/telefony/htc_wildfire_s_redkiy_tsvet_pink_1154327242
Закаленные стекла на экраны HTC,100   ₽,Улица Скобелевская,https://www.avito.ru/moskva/telefony/zakalennye_stekla_na_ekrany_htc_896624569
HTC One X 32 gb. Есть аксессуары,500   ₽,ЦСКА,https://www.avito.ru/moskva/telefony/htc_one_x_32_gb._est_aksessuary_1775172398
Чехол HTC M7 новый,50   ₽,Солнцево,https://www.avito.ru/moskva/telefony/chehol_htc_m7_novyy_1518715054
HTC Desire 728G dual sim,6 000   ₽,ЦСКА,https://www.avito.ru/moskva/telefony/htc_desire_728g_dual_sim_1609838148
HTC A9 Silver,16 999   ₽,Савеловская,https://www.avito.ru/moskva/telefony/htc_a9_silver_1067101547
HTC one mini 2,3 200   ₽,Люблино,https://www.avito.ru/moskva/telefony/htc_one_mini_2_1549683770
Два телефона HTC на запчасти,1 000   ₽,Пражская,https://www.avito.ru/moskva/telefony/dva_telefona_htc_na_zapchasti_1172263526
Задняя крышка HTC Desire 200 Белый Оригинал,100   ₽,Римская,https://www.avito.ru/moskva/telefony/zadnyaya_kryshka_htc_desire_200_belyy_original_836442970
Аккумулятор HTC Hero A6262/G3 (BA S380),500   ₽,Савеловская,https://www.avito.ru/moskva/telefony/akkumulyator_htc_hero_a6262g3_ba_s380_775481491
Аккумуляторы для HTC HD2,300   ₽,Автозаводская,https://www.avito.ru/moskva/telefony/akkumulyatory_dlya_htc_hd2_1597661588
Задняя крышка HTC X315E Sensation XL Оригинал,150   ₽,Римская,https://www.avito.ru/moskva/telefony/zadnyaya_kryshka_htc_x315e_sensation_xl_original_745538752
HTC сотовый телефон,1 000   ₽,Митино,https://www.avito.ru/moskva/telefony/htc_sotovyy_telefon_1652751470
HTC Touch Cruise P3650,2 000   ₽,Охотный ряд,https://www.avito.ru/moskva/telefony/htc_touch_cruise_p3650_1216730663
Задняя крышка HTC Desire 816 Dual Оранжевый,300   ₽,Римская,https://www.avito.ru/moskva/telefony/zadnyaya_kryshka_htc_desire_816_dual_oranzhevyy_745631052
Шлейф HTC One M9 (On/Off),400   ₽,Савеловская,https://www.avito.ru/moskva/telefony/shleyf_htc_one_m9_onoff_769960179
"Nokia X2 DS, HTC desire U DS, lenovo S650",1 400   ₽,Печатники,https://www.avito.ru/moskva/telefony/nokia_x2_ds_htc_desire_u_ds_lenovo_s650_1767828734
HTC radar,2 000   ₽,Андроновка,https://www.avito.ru/moskva/telefony/htc_radar_1800933484
Силиконовый чехол для HTC One A9,300   ₽,Красные ворота,https://www.avito.ru/moskva/telefony/silikonovyy_chehol_dlya_htc_one_a9_1148294669
Чехол htc desire 830 (new),100   ₽,Селигерская,https://www.avito.ru/moskva/telefony/chehol_htc_desire_830_new_1515916703
HTC desire v t328w,4 400   ₽,Библиотека им. Ленина,https://www.avito.ru/moskva/telefony/htc_desire_v_t328w_1609011385
Чехлы для HTC one mini 2,100   ₽,Профсоюзная,https://www.avito.ru/moskva/telefony/chehly_dlya_htc_one_mini_2_1672504899
Телефон HTC One X,2 500   ₽,Кузьминки,https://www.avito.ru/moskva/telefony/telefon_htc_one_x_1332189315
HTC 3400,300   ₽,Улица академика Янгеля,https://www.avito.ru/moskva/telefony/htc_3400_1580618992
Дисплей HTC Desire 200 +тачскрин,650   ₽,Царицыно,https://www.avito.ru/moskva/telefony/displey_htc_desire_200_tachskrin_1138949606
Сенсорный экран HTC Sensation Z710e Белые кнопки,200   ₽,Римская,https://www.avito.ru/moskva/telefony/sensornyy_ekran_htc_sensation_z710e_belye_knopki_807972647
Чехлы для HTC onе e8,500   ₽,Университет,https://www.avito.ru/moskva/telefony/chehly_dlya_htc_one_e8_1423816316
Телефон htc,3 700   ₽,Локомотив,https://www.avito.ru/moskva/telefony/telefon_htc_1275259231
Верхняя плата HTC ONE разные,800   ₽,Тульская,https://www.avito.ru/moskva/telefony/verhnyaya_plata_htc_one_raznye_810720311
HTC A3333 красный,700   ₽,Сухаревская,https://www.avito.ru/moskva/telefony/htc_a3333_krasnyy_1789992780
Дисплей HTC ONE mini +тачскрин,550   ₽,Царицыно,https://www.avito.ru/moskva/telefony/displey_htc_one_mini_tachskrin_1196593585
HTC Desire 628 Dual Sim,5 000   ₽,Шипиловская,https://www.avito.ru/moskva/telefony/htc_desire_628_dual_sim_1179699644
HTC One X (на запчасти/ремонт) (новая батарея),900   ₽,Люблино,https://www.avito.ru/moskva/telefony/htc_one_x_na_zapchastiremont_novaya_batareya_1605002564
HTC Desire 616 Dual Sim,3 300   ₽,Шипиловская,https://www.avito.ru/moskva/telefony/htc_desire_616_dual_sim_1281550520
Дисплей с сенсором для HTC Desire V,500   ₽,Пражская,https://www.avito.ru/moskva/telefony/displey_s_sensorom_dlya_htc_desire_v_814430338
HTC U11 EYEs,15 000   ₽,Смоленская,https://www.avito.ru/moskva/telefony/htc_u11_eyes_1041275103
HTC Incredible S,3 500   ₽,Арбатская,https://www.avito.ru/moskva/telefony/htc_incredible_s_775845266
Шлейф HTC One M7 Dual Sim (разъем SIM/MMC),500   ₽,Савеловская,https://www.avito.ru/moskva/telefony/shleyf_htc_one_m7_dual_sim_razem_simmmc_769831362
Шлейф HTC One Mini (разъем зарядки и микрофон),400   ₽,Площадь революции,https://www.avito.ru/moskva/telefony/shleyf_htc_one_mini_razem_zaryadki_i_mikrofon_904304129
HTC Desire 830 Dual Sim White новый Ростест,8 999   ₽,Ломоносовский проспект,https://www.avito.ru/moskva/telefony/htc_desire_830_dual_sim_white_novyy_rostest_1627372741
HTC One X на запчасти,2 500   ₽,Петровско-Разумовская,https://www.avito.ru/moskva/telefony/htc_one_x_na_zapchasti_1000724246
HTC ONE dual SIM,3 500   ₽,Домодедовская,https://www.avito.ru/moskva/telefony/htc_one_dual_sim_1115192685
Шлейф зарядки HTC,300   ₽,Селигерская,https://www.avito.ru/moskva/telefony/shleyf_zaryadki_htc_1468681696
Телефон HTC,1 500   ₽,Медведково,https://www.avito.ru/moskva/telefony/telefon_htc_1772420580
HTC T3333 Touch2,900   ₽,Медведково,https://www.avito.ru/moskva/telefony/htc_t3333_touch2_1030577546
HTC Touch Diamond2 (T5353 / Topaz),500   ₽,Водный стадион,https://www.avito.ru/moskva/telefony/htc_touch_diamond2_t5353_topaz_1265232478
Автомобильный держатель марки HTC,250   ₽,Автозаводская,https://www.avito.ru/moskva/telefony/avtomobilnyy_derzhatel_marki_htc_510274283
HTC Media Link HD,1 000   ₽,Площадь революции,https://www.avito.ru/moskva/telefony/htc_media_link_hd_1068398224
"Телефон HTC U 11 64G, цвет Sapphire Black",26 000   ₽,Комсомольская,https://www.avito.ru/moskva/telefony/telefon_htc_u_11_64g_tsvet_sapphire_black_1472252478
HTC One (M7) 2013 года,5 000   ₽,Раменки,https://www.avito.ru/moskva/telefony/htc_one_m7_2013_goda_1790426614
Смартфон htc desire,3 000   ₽,Проспект Мира,https://www.avito.ru/moskva/telefony/smartfon_htc_desire_1814455394
HTC T3333 Touch2,900   ₽,Павелецкая,https://www.avito.ru/moskva/telefony/htc_t3333_touch2_1805538861
Аккумулятор HTC U Ultra,400   ₽,Савеловская,https://www.avito.ru/moskva/telefony/akkumulyator_htc_u_ultra_1442045557
Htc disire 600,4 000   ₽,Ботанический сад,https://www.avito.ru/moskva/telefony/htc_disire_600_1369494825
HTC Desire X,800   ₽,Планерная,https://www.avito.ru/moskva/telefony/htc_desire_x_1758982287
Сенсорный экран HTC Sensation Z710e Красные кнопки,200   ₽,Римская,https://www.avito.ru/moskva/telefony/sensornyy_ekran_htc_sensation_z710e_krasnye_knopki_807875232
HTC sense,6 000   ₽,Молодежная,https://www.avito.ru/moskva/telefony/htc_sense_1782705977
HTC Desire S,2 000   ₽,Алексеевская,https://www.avito.ru/moskva/telefony/htc_desire_s_1171052831
Продаю HTC,4 000   ₽,Охотный ряд,https://www.avito.ru/moskva/telefony/prodayu_htc_1218064036
Чехол для Htc u11 новый,600   ₽,Семеновская,https://www.avito.ru/moskva/telefony/chehol_dlya_htc_u11_novyy_1821457805
HTC Desire HD A9191,2 000   ₽,Царицыно,https://www.avito.ru/moskva/telefony/htc_desire_hd_a9191_1667276296
HTC Sensation,1 500   ₽,Селигерская,https://www.avito.ru/moskva/telefony/htc_sensation_1431593357
HTC Desire 600 Dual Sim. Симки работ. одновременно,2 500   ₽,ВДНХ,https://www.avito.ru/moskva/telefony/htc_desire_600_dual_sim._simki_rabot._odnovremenno_1702138594
Рамка дисплея HTC Sensation Z710e Оригинал,200   ₽,Римская,https://www.avito.ru/moskva/telefony/ramka_displeya_htc_sensation_z710e_original_879438596
Телефон HTC T510,4 000   ₽,Шоссе Энтузиастов,https://www.avito.ru/moskva/telefony/telefon_htc_t510_1586794447
HTC Desire 628/16Гб-смартфон.новый.цвет-серый,12 000   ₽,Библиотека им. Ленина,https://www.avito.ru/moskva/telefony/htc_desire_62816gb-smartfon.novyy.tsvet-seryy_1811628782
Чехлы для телефона HTC desire 610,50   ₽,Первомайская,https://www.avito.ru/moskva/telefony/chehly_dlya_telefona_htc_desire_610_979578059
Смартфон HTC HD-2,2 500   ₽,Кантемировская,https://www.avito.ru/moskva/telefony/smartfon_htc_hd-2_1485219507
HTC one 8M,5 900   ₽,Автозаводская,https://www.avito.ru/moskva/telefony/htc_one_8m_1200158896
HTC Titan X310e,3 000   ₽,Свиблово,https://www.avito.ru/moskva/telefony/htc_titan_x310e_964600609
HTC MAX 4G,3 999   ₽,Шоссе Энтузиастов,https://www.avito.ru/moskva/telefony/htc_max_4g_928646018
Защитный чехол-книжка для HTC One mini С2,400   ₽,Солнцево,https://www.avito.ru/moskva/telefony/zaschitnyy_chehol-knizhka_dlya_htc_one_mini_s2_1483485340
HTC One M7 silver,5 000   ₽,Савеловская,https://www.avito.ru/moskva/telefony/htc_one_m7_silver_1792173621
HTC Windows + суперкомплект обмен на nokia x6,950   ₽,Профсоюзная,https://www.avito.ru/moskva/telefony/htc_windows_superkomplekt_obmen_na_nokia_x6_883149979
HTC Incredible S,1 950   ₽,Шипиловская,https://www.avito.ru/moskva/telefony/htc_incredible_s_818354214
Смартфон HTC Desire 500 dual,3 500   ₽,Войковская,https://www.avito.ru/moskva/telefony/smartfon_htc_desire_500_dual_882492762
HTC Touch Dual,1 800   ₽,Новые Черемушки,https://www.avito.ru/moskva/telefony/htc_touch_dual_924540834
HTC Desire HD a9191,2 500   ₽,Митино,https://www.avito.ru/moskva/telefony/htc_desire_hd_a9191_891874032
Новый htc u12+ 6/128Gb,29 990   ₽,Университет,https://www.avito.ru/moskva/telefony/novyy_htc_u12_6128gb_1811243397
Шлейф HTC One M7 Dual Sim (разъем зарядки),350   ₽,Савеловская,https://www.avito.ru/moskva/telefony/shleyf_htc_one_m7_dual_sim_razem_zaryadki_774402861
HTC ONE (M8) dual sim RUS (Silver),9 000   ₽,Тимирязевская,https://www.avito.ru/moskva/telefony/htc_one_m8_dual_sim_rus_silver_1818866320
Шлейф HTC One Mini 2 (разъем зарядки),500   ₽,Савеловская,https://www.avito.ru/moskva/telefony/shleyf_htc_one_mini_2_razem_zaryadki_768305230
Desire S,5 000   ₽,Авиамоторная,https://www.avito.ru/moskva/telefony/desire_s_811996113
HTC Touch2,200   ₽,Авиамоторная,https://www.avito.ru/moskva/telefony/htc_touch2_1106875513
HTC Touch Diamond XDA P3700,1 100   ₽,Строгино,https://www.avito.ru/moskva/telefony/htc_touch_diamond_xda_p3700_913627124
HTC Windows Phone 8s,2 500   ₽,Ростокино,https://www.avito.ru/moskva/telefony/htc_windows_phone_8s_1663982598
HTC One dual sim E9 рст,7 500   ₽,Преображенская площадь,https://www.avito.ru/moskva/telefony/htc_one_dual_sim_e9_rst_1058754312
Htc,800   ₽,Улица академика Янгеля,https://www.avito.ru/moskva/telefony/htc_1794474920
"Nokia, HTC",2 000   ₽,Выхино,https://www.avito.ru/moskva/telefony/nokia_htc_1072750412
HTC телефон,2 500   ₽,Молодежная,https://www.avito.ru/moskva/telefony/htc_telefon_1157656826
HTC Р3600,400   ₽,Красные ворота,https://www.avito.ru/moskva/telefony/htc_r3600_1070857436
HTC 310,400   ₽,Площадь Ильича,https://www.avito.ru/moskva/telefony/htc_310_1297215153
Продам HTC Sensation с усиленной батареей,5 000   ₽,Ховрино,https://www.avito.ru/moskva/telefony/prodam_htc_sensation_s_usilennoy_batareey_1817927883
HTC One mini (черный),5 000   ₽,Марьино,https://www.avito.ru/moskva/telefony/htc_one_mini_chernyy_1798028225
Наушники HTC innovation звуковой Мeд,296   ₽,Бибирево,https://www.avito.ru/moskva/telefony/naushniki_htc_innovation_zvukovoy_med_1263696096
HTC Desire 816,8 399   ₽,Савеловская,https://www.avito.ru/moskva/telefony/htc_desire_816_947978063
HTC 8S,800   ₽,Улица академика Янгеля,https://www.avito.ru/moskva/telefony/htc_8s_1794366824
HTC Desire 526G,2 599   ₽,Октябрьское поле,https://www.avito.ru/moskva/telefony/htc_desire_526g_1635179249
HTC 7 Mozart (черный),1 500   ₽,Беломорская,https://www.avito.ru/moskva/telefony/htc_7_mozart_chernyy_1763719413
"Продам смартфон HTC One S, черный",1 100   ₽,Кузьминки,https://www.avito.ru/moskva/telefony/prodam_smartfon_htc_one_s_chernyy_1812334229
Телефон HTC Desire S бу,1 000   ₽,Новокосино,https://www.avito.ru/moskva/telefony/telefon_htc_desire_s_bu_1018310727
Шлейф HTC One M8 Dual Sim (разъем зарядки),350   ₽,Савеловская,https://www.avito.ru/moskva/telefony/shleyf_htc_one_m8_dual_sim_razem_zaryadki_1168808661
Шлейф HTC One M7 (разъем зарядки),350   ₽,Савеловская,https://www.avito.ru/moskva/telefony/shleyf_htc_one_m7_razem_zaryadki_769953422
Межплатный шлейф HTC Desire 616 Dual Оригинал,200   ₽,Римская,https://www.avito.ru/moskva/telefony/mezhplatnyy_shleyf_htc_desire_616_dual_original_1349844504
Htc incredible s,1 000   ₽,Технопарк,https://www.avito.ru/moskva/telefony/htc_incredible_s_1532488878
HTC Radar,1 499   ₽,Охотный ряд,https://www.avito.ru/moskva/telefony/htc_radar_894574181
"HTC Desire, Sony Ericsson k770i",800   ₽,Кузьминки,https://www.avito.ru/moskva/telefony/htc_desire_sony_ericsson_k770i_1808026020
HTC google nexus ONE новый,400   ₽,Бульвар Дмитрия Донского,https://www.avito.ru/moskva/telefony/htc_google_nexus_one_novyy_676546782
HTC Touch Diamond 3G,599   ₽,Новокузнецкая,https://www.avito.ru/moskva/telefony/htc_touch_diamond_3g_1465246286
HTC Wildfire и Huawei Ascend Y511,500   ₽,Выхино,https://www.avito.ru/moskva/telefony/htc_wildfire_i_huawei_ascend_y511_713332202
Продается телефон HTC One X (S720e),2 500   ₽,Домодедовская,https://www.avito.ru/moskva/telefony/prodaetsya_telefon_htc_one_x_s720e_1170752182
Дисплей HTC Desire 828+тачскрин в рамке (белый),1 300   ₽,Царицыно,https://www.avito.ru/moskva/telefony/displey_htc_desire_828tachskrin_v_ramke_belyy_931811841
Два новых защитных стекла HTC 10,1   ₽,Домодедовская,https://www.avito.ru/moskva/telefony/dva_novyh_zaschitnyh_stekla_htc_10_1819448669
HTC ONE E9 Plus,7 500   ₽,Медведково,https://www.avito.ru/moskva/telefony/htc_one_e9_plus_827233829
Смартфон HTC Incredible S белый,1 200   ₽,Охотный ряд,https://www.avito.ru/moskva/telefony/smartfon_htc_incredible_s_belyy_1437799426
"Мобильный телефон Nokia,Htc",1 000   ₽,Орехово,https://www.avito.ru/moskva/telefony/mobilnyy_telefon_nokiahtc_1785981088
HTC 7 Mozart (серый),2 000   ₽,Преображенская площадь,https://www.avito.ru/moskva/telefony/htc_7_mozart_seryy_1793455306
Смартфон HTC Desire SV (T326e),2 000   ₽,Улица Старокачаловская,https://www.avito.ru/moskva/telefony/smartfon_htc_desire_sv_t326e_1500013025
HTC Arte 100,500   ₽,Некрасовка,https://www.avito.ru/moskva/telefony/htc_arte_100_1308342676
HTC Titan,2 500   ₽,Волоколамская,https://www.avito.ru/moskva/telefony/htc_titan_576182197
Телефон,3 000   ₽,Озёрная,https://www.avito.ru/moskva/telefony/telefon_1804286426
HTC touch 3450,1 500   ₽,Хорошево,https://www.avito.ru/moskva/telefony/htc_touch_3450_666078809
Аккумулятор CS-HTT801SL BN07100 для HTC ONE M7,800   ₽,Менделеевская,https://www.avito.ru/moskva/telefony/akkumulyator_cs-htt801sl_bn07100_dlya_htc_one_m7_1799977028
HTC Desire A8181,1 000   ₽,Аннино,https://www.avito.ru/moskva/telefony/htc_desire_a8181_828868392
Телефон HTC desire 630 dual sim,7 000   ₽,Пражская,https://www.avito.ru/moskva/telefony/telefon_htc_desire_630_dual_sim_1800418471
Чехол для HTC,Цена не указана,Тропарево,https://www.avito.ru/moskva/telefony/chehol_dlya_htc_1795268651
Смартфон HTC U Ultra (Ice White),14 000   ₽,Тульская,https://www.avito.ru/moskva/telefony/smartfon_htc_u_ultra_ice_white_1805196399
Смартфон htc one,5 000   ₽,Авиамоторная,https://www.avito.ru/moskva/telefony/smartfon_htc_one_1806271029
HTC desire HD,4 000   ₽,Улица 1905 года,https://www.avito.ru/moskva/telefony/htc_desire_hd_877363841
Раритетный htc Artemis,600   ₽,Дубровка,https://www.avito.ru/moskva/telefony/raritetnyy_htc_artemis_1247355561
Аккумулятор HTC Cha Cha G16 A810e BH06100 1250mAh,490   ₽,Багратионовская,https://www.avito.ru/moskva/telefony/akkumulyator_htc_cha_cha_g16_a810e_bh06100_1250mah_1803591786
Телефон HTC MAX 4G (yota),2 500   ₽,Фонвизинская,https://www.avito.ru/moskva/telefony/telefon_htc_max_4g_yota_1817249002
Чехол на HTC 820,300   ₽,Охотный ряд,https://www.avito.ru/moskva/telefony/chehol_na_htc_820_1772113803
HTC Sensation XL,9 000   ₽,Люблино,https://www.avito.ru/moskva/telefony/htc_sensation_xl_1819633472
Чехол для HTC M8S,150   ₽,Строгино,https://www.avito.ru/moskva/telefony/chehol_dlya_htc_m8s_1804450916
Телефон HTC Desire S,1 000   ₽,Алтуфьево,https://www.avito.ru/moskva/telefony/telefon_htc_desire_s_1768587199
HTC d816 широкий шлейф (экран+сенсор ),1 200   ₽,Щукинская,https://www.avito.ru/moskva/telefony/htc_d816_shirokiy_shleyf_ekransensor_1129573725
Смартфон HTC Explorer A310e,5 000   ₽,Чистые пруды,https://www.avito.ru/moskva/telefony/smartfon_htc_explorer_a310e_986764952
HTC Desire A8181,800   ₽,Первомайская,https://www.avito.ru/moskva/telefony/htc_desire_a8181_934205770
HTC One e8 LTE dual sim(рст),8 000   ₽,Цветной бульвар,https://www.avito.ru/moskva/telefony/htc_one_e8_lte_dual_simrst_1074512357
HTC Tattoo,1 000   ₽,Щукинская,https://www.avito.ru/moskva/telefony/htc_tattoo_1321162034
HTC one m8 16 г,5 000   ₽,Новые Черемушки,https://www.avito.ru/moskva/telefony/htc_one_m8_16_g_1329107160
HTC Desire 601 Dual Sim. 4 GB,2 000   ₽,Планерная,https://www.avito.ru/moskva/telefony/htc_desire_601_dual_sim._4_gb_1795362515
Телефон htc,4 000   ₽,Молодежная,https://www.avito.ru/moskva/telefony/telefon_htc_1789911592
Аккумулятор HTC Sensation Z710e BG58100 1520mAh,790   ₽,Багратионовская,https://www.avito.ru/moskva/telefony/akkumulyator_htc_sensation_z710e_bg58100_1520mah_1803558042
Htc one s серый Б/У,4 000   ₽,Улица Старокачаловская,https://www.avito.ru/moskva/telefony/htc_one_s_seryy_bu_947617512
HTC desire V На запчасти (как донор),1 000   ₽,Коптево,https://www.avito.ru/moskva/telefony/htc_desire_v_na_zapchasti_kak_donor_563169289
Продается HTC,2 000   ₽,Выхино,https://www.avito.ru/moskva/telefony/prodaetsya_htc_831132989
HTC Amaze 4G (X715E),500   ₽,Теплый стан,https://www.avito.ru/moskva/telefony/htc_amaze_4g_x715e_1599008674
HTC Desire S S510e в рабочем состоянии,800   ₽,Кожуховская,https://www.avito.ru/moskva/telefony/htc_desire_s_s510e_v_rabochem_sostoyanii_1548798564
Задняя крышка HTC 820 Dual Sim Белая Оригинал,400   ₽,Римская,https://www.avito.ru/moskva/telefony/zadnyaya_kryshka_htc_820_dual_sim_belaya_original_835577933
HTC OneX,2 300   ₽,Белорусская,https://www.avito.ru/moskva/telefony/htc_onex_1331051316
Htc desire 820,7 000   ₽,Пятницкое шоссе,https://www.avito.ru/moskva/telefony/htc_desire_820_1374484629
HTC Desire на запчасти,400   ₽,Строгино,https://www.avito.ru/moskva/telefony/htc_desire_na_zapchasti_1005139591
HTC one m9,9 000   ₽,Измайловская,https://www.avito.ru/moskva/telefony/htc_one_m9_998040109
Телефон HTC wildfire s на запчасти,500   ₽,Охотный ряд,https://www.avito.ru/moskva/telefony/telefon_htc_wildfire_s_na_zapchasti_1687714048
Htc desire,2 000   ₽,Локомотив,https://www.avito.ru/moskva/telefony/htc_desire_1790612009
HTC desire 820 G dual sim,5 500   ₽,Алтуфьево,https://www.avito.ru/moskva/telefony/htc_desire_820_g_dual_sim_1808411338
HTC Titan,2 000   ₽,Парк Победы,https://www.avito.ru/moskva/telefony/htc_titan_1104568265
Смартфон HTC touch cruise,800   ₽,Славянский бульвар,https://www.avito.ru/moskva/telefony/smartfon_htc_touch_cruise_1256219237
Модуль тачскрин экран HTC One Mini 2 M8,1 300   ₽,Белорусская,https://www.avito.ru/moskva/telefony/modul_tachskrin_ekran_htc_one_mini_2_m8_1082222598
Htc desire 12 plus,199   ₽,Митино,https://www.avito.ru/moskva/telefony/htc_desire_12_plus_1813842533
Телефон HTC Desire HD,1 000   ₽,Коломенская,https://www.avito.ru/moskva/telefony/telefon_htc_desire_hd_1795693243
Защитное стекло для HTC U 11,300   ₽,Марьина Роща,https://www.avito.ru/moskva/telefony/zaschitnoe_steklo_dlya_htc_u_11_1218635532
Htc наушники для смартфона,100   ₽,Краснопресненская,https://www.avito.ru/moskva/telefony/htc_naushniki_dlya_smartfona_188671908
HTC Touch Viva T2223 RUS,500   ₽,Отрадное,https://www.avito.ru/moskva/telefony/htc_touch_viva_t2223_rus_1523156818
Смартфон HTC desire C черный б/у,2 000   ₽,Митино,https://www.avito.ru/moskva/telefony/smartfon_htc_desire_c_chernyy_bu_696354347
HTC Desire 728G dual sim (White Luxury),4 500   ₽,Печатники,https://www.avito.ru/moskva/telefony/htc_desire_728g_dual_sim_white_luxury_1818562199
HTC Gratia A6380,300   ₽,Киевская,https://www.avito.ru/moskva/telefony/htc_gratia_a6380_737315270
"Мобильный телефон HTC, Android",1 700   ₽,Отрадное,https://www.avito.ru/moskva/telefony/mobilnyy_telefon_htc_android_1815539831
Чехлы для HTC ONE8,100   ₽,Молодежная,https://www.avito.ru/moskva/telefony/chehly_dlya_htc_one8_1392122539
HTC legend,800   ₽,Марксистская,https://www.avito.ru/moskva/telefony/htc_legend_1399383162
HTC One M8,16 999   ₽,Савеловская,https://www.avito.ru/moskva/telefony/htc_one_m8_1157463027
Смартфон HTC Touch Diamond2 Black,7 000   ₽,Домодедовская,https://www.avito.ru/moskva/telefony/smartfon_htc_touch_diamond2_black_939776299
HTC legend,800   ₽,Марксистская,https://www.avito.ru/moskva/telefony/htc_legend_1399383162
HTC One M8,16 999   ₽,Савеловская,https://www.avito.ru/moskva/telefony/htc_one_m8_1157463027
Смартфон HTC Touch Diamond2 Black,7 000   ₽,Домодедовская,https://www.avito.ru/moskva/telefony/smartfon_htc_touch_diamond2_black_939776299
HTC One M7 32Gb черный,5 999   ₽,Пролетарская,https://www.avito.ru/moskva/telefony/htc_one_m7_32gb_chernyy_1693632134
Задняя крышка HTC 820 Dual Sim Серая Оригинал,400   ₽,Римская,https://www.avito.ru/moskva/telefony/zadnyaya_kryshka_htc_820_dual_sim_seraya_original_745357922
HTC Desire 830 dual sim,5 000   ₽,Славянский бульвар,https://www.avito.ru/moskva/telefony/htc_desire_830_dual_sim_1211295657
"Смартфон ""HTC Gratia "" (на подмену)",900   ₽,Медведково,https://www.avito.ru/moskva/telefony/smartfon_htc_gratia_na_podmenu_1598652469
Дисплей с сенсором HTC Desire 310,500   ₽,Пражская,https://www.avito.ru/moskva/telefony/displey_s_sensorom_htc_desire_310_797217978
HTC Gratia,650   ₽,Аэропорт,https://www.avito.ru/moskva/telefony/htc_gratia_972602136
HTC Desire 820G+ (Tuxedo Grey),2 800   ₽,Алма-Атинская,https://www.avito.ru/moskva/telefony/htc_desire_820g_tuxedo_grey_1804853646
Htc Windows Phone 8S на запчасти,1 000   ₽,Верхние Лихоборы,https://www.avito.ru/moskva/telefony/htc_windows_phone_8s_na_zapchasti_1075561235
Зарядка HTC автомобильная,100   ₽,Выхино,https://www.avito.ru/moskva/telefony/zaryadka_htc_avtomobilnaya_1402122269
Телефон htc,2 500   ₽,Академическая,https://www.avito.ru/moskva/telefony/telefon_htc_1802223312
Htc desire v,1 500   ₽,Войковская,https://www.avito.ru/moskva/telefony/htc_desire_v_1382129245
На запчасти Телефоны HTC,150   ₽,Октябрьское поле,https://www.avito.ru/moskva/telefony/na_zapchasti_telefony_htc_1777562875
Смартфон HTC Desire 602 dual sim 2013,1 200   ₽,Новые Черемушки,https://www.avito.ru/moskva/telefony/smartfon_htc_desire_602_dual_sim_2013_1804737388
HTC one X gray запчасти оригинал модуль,499   ₽,Охотный ряд,https://www.avito.ru/moskva/telefony/htc_one_x_gray_zapchasti_original_modul_877368511
Htc Mteor Windows Mobile,3 000   ₽,Лермонтовский проспект,https://www.avito.ru/moskva/telefony/htc_mteor_windows_mobile_909420768
HTC Desire A8181 (на запчасти),800   ₽,Выхино,https://www.avito.ru/moskva/telefony/htc_desire_a8181_na_zapchasti_842809525
Дисплей с сенсором для HTC Desire 601,500   ₽,Пражская,https://www.avito.ru/moskva/telefony/displey_s_sensorom_dlya_htc_desire_601_797967761
Силиконовые накладки для HTC Desire 320,50   ₽,Улица Скобелевская,https://www.avito.ru/moskva/telefony/silikonovye_nakladki_dlya_htc_desire_320_1321554272
HTC T3333 Touch2,1 300   ₽,Марьино,https://www.avito.ru/moskva/telefony/htc_t3333_touch2_908827564
HTC Desire A8181,700   ₽,Новослободская,https://www.avito.ru/moskva/telefony/htc_desire_a8181_1109593569
Смартфон HTC Desire 828,4 000   ₽,Марьина Роща,https://www.avito.ru/moskva/telefony/smartfon_htc_desire_828_1285014497
Силиконовые накладки для HTC Desire 616,50   ₽,Улица Скобелевская,https://www.avito.ru/moskva/telefony/silikonovye_nakladki_dlya_htc_desire_616_1550720559
HTC P3300 Artemis,2 000   ₽,Пролетарская,https://www.avito.ru/moskva/telefony/htc_p3300_artemis_693635047
Чехлы HTC Desire 626,60   ₽,Площадь революции,https://www.avito.ru/moskva/telefony/chehly_htc_desire_626_1405924862
HTC Gratia Sony Ericsson SAMSUNG Galaxy S 3,500   ₽,Новокосино,https://www.avito.ru/moskva/telefony/htc_gratia_sony_ericsson_samsung_galaxy_s_3_1360358683
Смартфон HTC Desire,1 500   ₽,Крылатское,https://www.avito.ru/moskva/telefony/smartfon_htc_desire_1120590589
HTC sensation XE Z 715 beats audio,1 000   ₽,Улица академика Янгеля,https://www.avito.ru/moskva/telefony/htc_sensation_xe_z_715_beats_audio_1098078411
HTC Sensation XE на запчасти,1 000   ₽,Кузьминки,https://www.avito.ru/moskva/telefony/htc_sensation_xe_na_zapchasti_1682241098
